# zero shifted mathieu eigen value precision_digits=64 n=36
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,3.5155276373386351649824098793096679339577526130314093392452175904e-17,3.5155276373386351649824098793096679339577526130314093392452175904e-17,2.7125984856007987384123533019364721712636980038822602926274827086e-20,5.1579169968674956102394615831896511193864361634140238940758391875e-19,0
1.08420217248550443400745280086994171142578125e-19,7.0310552746772703300846130941268261081280771189458459061825763621e-17,7.0310552746772703300846130941268261081280771189458459061825763621e-17,5.4251969712015974769171397331225510093580841967174736930421113905e-20,1.0315833993734991223424602932053966106079766972546858295832406122e-18,0
2.1684043449710088680149056017398834228515625e-19,1.4062110549354540660648399530283613177177451848955090628402593500e-16,1.4062110549354540660648399530283613177177451848955090628402593500e-16,1.0850393942403194954204011983243528686093712846415964991051383874e-19,2.0631667987469982458631924926806587688844805571320541399679119137e-18,0
4.336808689942017736029811203479766845703125e-19,2.8124221098709081323213492428687070198608174458414095763386378608e-16,2.8124221098709081323213492428687070198608174458414095763386378608e-16,2.1700787884806389909886954034480764042135937082109641792736403247e-19,4.1263335974939964964394726104407797344092241994361044323025389778e-18,0
8.67361737988403547205962240695953369140625e-19,5.6248442197418162654093758329853515778774074488846403497035673325e-16,5.6248442197418162654093758329853515778774074488846403497035673325e-16,4.3401575769612779825689628340936354767572588340159261957589254109e-19,8.2526671949879930117312957211994083031087362170103234246058884533e-18,0
1.73472347597680709441192448139190673828125e-18,1.1249688439483632533885461054962453312013619150578608649841575477e-15,1.1249688439483632533885461054962453312013619150578608649841575477e-15,8.6803151539225559675042137769772016296401382334711486495691168807e-19,1.6505334389975986098871993443670212325212507526174146569422790009e-17,0
3.4694469519536141888238489627838134765625e-18,2.2499376878967265080037759665891907278148167504410874514915183186e-15,2.2499376878967265080037759665891907278148167504410874514915183186e-15,1.7360630307845111944473579989114125986225437889205921693607394434e-18,3.3010668779951972499381594892426010581076225977770653876330552481e-17,0
6.938893903907228377647697925567626953125e-18,4.4998753757934530209142869555651817405465749357967143036473831676e-15,4.4998753757934530209142869555651817405465749357967143036473831676e-15,3.4721260615690223926807769718867143059772954751517857281229808392e-18,6.6021337559903946205313621805194389322125860111698125795388373623e-17,0
1.387778780781445675529539585113525390625e-17,8.9997507515869060614555140006775648069094736401562012669423167970e-15,8.9997507515869060614555140006775648069094736401562012669423167970e-15,6.9442521231380448005057978400289851905165691667871923356036395039e-18,1.3204267511980789723682897169175844678309386848377020833854514693e-16,0
2.77555756156289135105907917022705078125e-17,1.7999501503173812201418788359543936406272706585800460675082473938e-14,1.7999501503173812201418788359543936406272706585800460675082473938e-14,1.3888504246276089661588571265080197844346224217438627064106847174e-17,2.6408535023961581377846485570899713011314445509513266163600320558e-16,0
5.5511151231257827021181583404541015625e-17,3.5999003006347624716868618151843111895868164243449646682798597668e-14,3.5999003006347624716868618151843111895868164243449646682798597668e-14,2.7777008492552179565485044870249314734466176113772875526850769806e-17,5.2817070047923170477615736071992771834682078339137270849780796402e-16,0
1.1102230246251565404236316680908203125e-16,7.1998006012695250689861402034707275433089043573478180790568988859e-14,7.1998006012695250689861402034707275433089043573478180790568988859e-14,5.5554016985104360100201699100854379192198336090646744437167429675e-17,1.0563414009584637184292253186476893646374090651445551873789878336e-15,0
2.220446049250313080847263336181640625e-16,1.4399601202539050640421946699349951989608263388693650326370489923e-13,1.4399601202539050640421946699349951989608263388693650326370489923e-13,1.1110803397020872407732983564313234559882919281399421548125378027e-16,2.1126828019169286723660930261275152047430081686989590738762522779e-15,0
4.44089209850062616169452667236328125e-16,2.8799202405078103290642558568334501562773294588619356075403054708e-13,2.8799202405078103290642558568334501562773294588619356075403054708e-13,2.2221606794041746366236542105196374662633714960354441416206060732e-16,4.2253656038338622867627556075899824209037368587952743927993475204e-15,0
8.8817841970012523233890533447265625e-16,5.7598404810156214620479777815212273232533253349020126454400998496e-13,5.7598404810156214620479777815212273232533253349020126454400998496e-13,4.4443213588083498935555384116676136753497880670540221029630400074e-16,8.4507312076677443416477894365710217638380388741570174807030611075e-15,0
1.7763568394002504646778106689453125e-15,1.1519680962031246139773819834463666507508990687892269288058070914e-12,1.1519680962031246139773819834463666507508990687892269288058070914e-12,8.8886427176167022683439967858515945273989125678181090185633263226e-16,1.6901462415335567755784691759116262226675805005009893482403036390e-14,0
3.552713678800500929355621337890625e-15,2.3039361924062505142259096754643411004688736369432927736869911745e-12,2.3039361924062505142259096754643411004688736369432927736869911745e-12,1.7777285435233414461619673421792755404852420038142691154992215853e-15,3.3802924830671451801525835065409327336370285082061235313640906248e-14,0
7.10542735760100185871124267578125e-15,4.6078723848125061735364021852400978333351654104462508951081616046e-12,4.6078723848125061735364021852400978333351654104462508951081616046e-12,3.5554570870466868622966066244136557355981214586776627277069148184e-15,6.7605849661344168762877476345765290900973926843442687594884205240e-14,0
1.42108547152020037174224853515625e-14,9.2157447696250329274111357079257336884929357129573069814633140978e-12,9.2157447696250329274111357079257336884929357129573069814633140978e-12,7.1109141740933896044839010092019550065531911365411319301414460631e-15,1.3521169932269339816505817776123252428415897999884658321726571381e-13,0
2.8421709430404007434844970703125e-14,1.8431489539250148176175596767232623402139801489161646458136412857e-11,1.8431489539250148176175596767232623402139801489161646458136412857e-11,1.4221828348186842728530553061136283489305402383612381526339824735e-14,2.7042339864540703888732925748059599905151923745009995540776895773e-13,0
5.684341886080801486968994140625e-14,3.6862979078500625637764494952781902407804234845272498051750161980e-11,3.6862979078500625637764494952781902407804234845272498051750161980e-11,2.8443656696373939535312110303072455561577341701599149731288705231e-14,5.4084679729089504800351013622830124447286056950023082228927471355e-13,0
1.136868377216160297393798828125e-13,7.3725958157002568417182195681166679252991532534967721097278779490e-11,7.3725958157002568417182195681166679252991532534967721097278779490e-11,5.6887313392748895383628237408307622880394701030067686031850910101e-14,1.0816935945821139769224268650017230299557503101863555369584104254e-12,0
2.27373675443232059478759765625e-13,1.4745191631401040540097721528343487244200347889963049990709575095e-10,1.4745191631401040540097721528343487244200347889963049990709575095e-10,1.1377462678550185601927254265697135219290391890403587955794425228e-13,2.1633871891655234775064809599973966687512222788034307580716806353e-12,0
4.5474735088646411895751953125e-13,2.9490383262804188506840573280079593012338398375802750848344346521e-10,2.9490383262804188506840573280079593012338398375802750848344346521e-10,2.2754925357101997304660936172900920534211727141823110222487921698e-13,4.3267743783362290496594777184783433401170290832534526807655589216e-12,0
9.094947017729282379150390625e-13,5.8980766525616806720261672693345763722088017285433191163709092482e-10,5.8980766525616806720261672693345763722088017285433191163709092482e-10,4.5509850714210499012547586954742101637413593584439190712738497285e-13,8.6535487566931864779050736589528673704797090436549688770495964005e-12,0
1.818989403545856475830078125e-12,1.1796153305126733226684549183636666713389001612229047281513286840e-9,1.1796153305126733226684549183636666713389001612229047281513286840e-9,9.1019701428447015637998064688554527109483037131396969764763015739e-13,1.7307097513469286470155060430386305208108198030253285866078996526e-11,0
3.63797880709171295166015625e-12,2.3592306610266953983897990480686452561576184520331027359327937855e-9,2.3592306610266953983897990480686452561576184520331027359327937855e-9,1.8203940285699810172760795123986460309858167068156656913061680444e-12,3.4614195027270226997693295106661710220023715468185160178827763093e-11,0
