# zero shifted mathieu eigen value precision_digits=64 n=34
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,3.1360571306722706782434758314276581737750159503833511366250508287e-17,3.1360571306722706782434758314276581737750159503833511366250508287e-17,2.7128521891628639085151175012349984202206020332035909486375872220e-20,4.8873617620866556037041796720362176545510801137076125376159376479e-19,0
1.08420217248550443400745280086994171142578125e-19,6.2721142613445413565938884075143797648947016201617743441346771514e-17,6.2721142613445413565938884075143797648947016201617743441346771514e-17,5.4257043783257278171227408369501555059642747579254103322964335220e-20,9.7747235241733112100686434909559050137492047337880288348516630422e-19,0
2.1684043449710088680149056017398834228515625e-19,1.2544228522689082713615523793665013199231566497206523290099982320e-16,1.2544228522689082713615523793665013199231566497206523290099982320e-16,1.0851408756651455634615505011820945674075749565057546098702406851e-19,1.9549447048346622430778423569445688852543930778551655259089877582e-18,0
4.336808689942017736029811203479766845703125e-19,2.5088457045378165428942035501875041076739661056366435534112392767e-16,2.5088457045378165428942035501875041076739661056366435534112392767e-16,2.1702817513302911270711103375324429997179637592012487486256395127e-19,3.9098894096693244904121393489026893056928693084880761344176145472e-18,0
8.67361737988403547205962240695953369140625e-19,5.0176914090756330864728022661930140870648434635918351260614750207e-16,5.0176914090756330864728022661930140870648434635918351260614750207e-16,4.3405635026605822547342580157379014593986535152178504550704801217e-19,7.8197788193386489978500972378595847934490682551871810718995010156e-18,0
1.73472347597680709441192448139190673828125e-18,1.0035382818151266175683185195658051664247732156755401836904615575e-15,1.0035382818151266175683185195658051664247732156755401836904615575e-15,8.6811270053211645118366653941678647614599759141482714852116051689e-19,1.5639557638677298063803468635935994645767431280018866703870909631e-17,0
3.4694469519536141888238489627838134765625e-18,2.0070765636302532362316693044404197314970846994178046178476977495e-15,2.0070765636302532362316693044404197314970846994178046178476977495e-15,1.7362254010642329033145928239103976916064746534756095310101191604e-18,3.1279115277354596400020033912739292171939851373018891494373505447e-17,0
6.938893903907228377647697925567626953125e-18,4.0141531272605064768434676701160770783868838810067593346923964325e-15,4.0141531272605064768434676701160770783868838810067593346923964325e-15,3.4724508021284658104182246281280943584661625268224561718792356683e-18,6.2558230554709193889692454388947817024922135873187935127234145401e-17,0
1.387778780781445675529539585113525390625e-17,8.0283062545210129712074515851731047847651169699321464775645762308e-15,8.0283062545210129712074515851731047847651169699321464775645762308e-15,6.9449016042569316359926051774853847619075406314291924546406368778e-18,1.2511646110941839213799445503177273404939382725678705348342704259e-16,0
