# zero shifted mathieu eigen value precision_digits=64 n=41
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,4.5590717486976361532700357057456158723077644471473907791011891943e-17,4.5590717486976361532700357057456158723077644471473907791011891943e-17,2.7121188273037692761868148160295156884638693915213508501494284321e-20,5.8345263450594748407687946298634319697544680186468705055009424045e-19,0
1.08420217248550443400745280086994171142578125e-19,9.1181434973952723066952206978662511070432856021398951402624158279e-17,9.1181434973952723066952206978662511070432856021398951402624158279e-17,5.4242376546075385524659254597657650844992775741462790840347506413e-20,1.1669052690118949685261141276001432272575632404488977378537506339e-18,0
2.1684043449710088680149056017398834228515625e-19,1.8236286994790544614011038541232579663889305109484558180508114474e-16,1.8236286994790544614011038541232579663889305109484558180508114474e-16,1.0848475309215077105301034230358464999339265383393550375079187671e-19,2.3338105380237899385416490617101137887823797622598224202614220581e-18,0
4.336808689942017736029811203479766845703125e-19,3.6472573989581089230504465664465469127723202430382696535254927313e-16,3.6472573989581089230504465664465469127723202430382696535254927313e-16,2.1696950618430154212078801704024669320477812272684530954940468360e-19,4.6676210760475798830409813494595369229583705258392118102041172201e-18,0
8.67361737988403547205962240695953369140625e-19,7.2945147979162178470938485656932177461094026431175782367677226471e-16,7.2945147979162178470938485656932177461094026431175782367677226471e-16,4.3393901236860308430064536381280295931644275092906473746387404207e-19,9.3352421520951597899126956030763112940879680639283652092294466660e-18,0
1.73472347597680709441192448139190673828125e-18,1.4589029595832435698159518862586931179173256094204167081801323375e-15,1.4589029595832435698159518862586931179173256094204167081801323375e-15,8.6787802473720616883756804655484421053975348567544123032726492415e-19,1.8670484304190319675148322822781572913635108232629889308455104989e-17,0
3.4694469519536141888238489627838134765625e-18,2.9178059191664871412206324649975845143727532858723215859519459993e-15,2.9178059191664871412206324649975845143727532858723215859519459993e-15,1.7357560494744123386202453688266415909415546019466517465508304577e-18,3.7340968608380639731588372112078951391301017330539600117664427008e-17,0
6.938893903907228377647697925567626953125e-18,5.8356118383329742887961796999159621729484887906216674968122439139e-15,5.8356118383329742887961796999159621729484887906216674968122439139e-15,3.4715120989488246810209278405210958792079052888885588916194193420e-18,7.4681937216761280988343650090221159136278137691696704373756179198e-17,0
1.387778780781445675529539585113525390625e-17,1.1671223676665948603012018479515097163113498062760009245734682542e-14,1.1671223676665948603012018479515097163113498062760009245734682542e-14,6.9430241978976493771636040925134426907278394186555676655173602270e-18,1.4936387443352256807735492364469561646768388406186086013259321761e-16,0
2.77555756156289135105907917022705078125e-17,2.3342447353331897307702673277762887518329810899655391602024826107e-14,2.3342447353331897307702673277762887518329810899655391602024826107e-14,1.3886048395795298814814201830911890254806550208004397145761348071e-17,2.9872774886704516055738034114640660795926377528575804042588877102e-16,0
5.5511151231257827021181583404541015625e-17,4.6684894706663795022119891830456563190964743680402652179995125584e-14,4.6684894706663795022119891830456563190964743680402652179995125584e-14,2.7772096791590597871576378245363809155838633956218115514571758230e-17,5.9745549773409041872544265772089217396119615880798605396812097605e-16,0
1.1102230246251565404236316680908203125e-16,9.3369789413327591671097964760636402086300877161591276002459929658e-14,9.3369789413327591671097964760636402086300877161591276002459929658e-14,5.5544193583181196710944654824887806119155786532772918502355698785e-17,1.1949109954681812278936132171542398436697433873163307483579348128e-15,0
2.220446049250313080847263336181640625e-16,1.8673957882665518984962865392016689168729453173792213998668086652e-13,1.8673957882665518984962865392016689168729453173792213998668086652e-13,1.1108838716636239729305690298641694924883672322303518143169593487e-16,2.3898219909363640175581380411594189789423041482360253727419369355e-15,0
4.44089209850062616169452667236328125e-16,3.7347915765331040572898820543591801101101791883153201123354432098e-13,3.7347915765331040572898820543591801101101791883153201123354432098e-13,2.2217677433272481007078417931940393278466265248752647902054986376e-16,4.7796439818727342821999225097315335932031825615585300553224117553e-15,0
8.8817841970012523233890533447265625e-16,7.4695831530662091557690000125423595318901322472307027078221095913e-13,7.4695831530662091557690000125423595318901322472307027078221095913e-13,4.4435354866544968208024985202512549267639097247059504508162460388e-16,9.5592879637454935527344307291853574789391005449685964521920566444e-15,0
1.7763568394002504646778106689453125e-15,1.4939166306132422476294943640385757960160317237989327387685854167e-12,1.4939166306132422476294943640385757960160317237989327387685854167e-12,8.8870709733089961191522567759582141345391536216474285471063974817e-16,1.9118575927491087058807204297831938138076652807331149589236782013e-14,0
3.552713678800500929355621337890625e-15,2.9878332612264861611617661742016004703448503701467657818799188616e-12,2.9878332612264861611617661742016004703448503701467657818799188616e-12,1.7774141946618002148493552493763238966953303808130670921355852835e-15,3.8237151854982573930967779958085265077487242931226352485616722672e-14,0
7.10542735760100185871124267578125e-15,5.9756665224529789859346421329332630120269752913604870489694761092e-12,5.9756665224529789859346421329332630120269752913604870489694761092e-12,3.5548283893236043937743260755105669316043874428081422064065890001e-15,7.6474303709966747115349045402468054004632082017986507052979764407e-14,0
1.42108547152020037174224853515625e-14,1.1951333044905984626313723404244906774092067830271664479651087255e-11,1.1951333044905984626313723404244906774092067830271664479651087255e-11,7.1096567786472246438511144582063692885735085248492947529155783788e-15,1.5294860741993989124435203304302195256248217678627735476902912429e-13,0
2.8421709430404007434844970703125e-14,2.3902666089812075870405203364068396265848823498001586786525383345e-11,2.3902666089812075870405203364068396265848823498001586786525383345e-11,1.4219313557294512712912078146382151258684606483046750021728366059e-14,3.0589721483990537054331983738155327657474307782229989199969066144e-13,0
5.684341886080801486968994140625e-14,4.7805332179624578211921432966971601142455213139760955747291165359e-11,4.7805332179624578211921432966971601142455213139760955747291165359e-11,2.8438627114589279126663553222469721084149442676835785691428414848e-14,6.1179442967991309330510277869047198484714481020259979263759828823e-13,0
1.136868377216160297393798828125e-13,9.5610664359250862308286971021446258648748233460043537333494118915e-11,9.5610664359250862308286971021446258648748233460043537333494118915e-11,5.6877254229179573056684694242383259160468907471768909776022676332e-14,1.2235888593602355954840581230530292637259202442421187315827138797e-12,0
2.27373675443232059478759765625e-13,1.9122132871850854815435036345021531811958042455157748895507244209e-10,1.9122132871850854815435036345021531811958042455157748895507244209e-10,1.1375450845836320532679974030351892809017276891824954726655112557e-13,2.4471777187221088264635277084953882423486661507960604484181434497e-12,0
4.5474735088646411895751953125e-13,3.8244265743704439045980642098820644246571671995202975255520256869e-10,3.8244265743704439045980642098820644246571671995202975255520256869e-10,2.2750901691674264750732089291386462966431690657467564102034656079e-13,4.8943554374507681949087108641560036679244222405670530377007125594e-12,0
9.094947017729282379150390625e-13,7.6488531487419795752403568599539293341314859064586528124739915206e-10,7.6488531487419795752403568599539293341314859064586528124739915206e-10,4.5501803383355024242952747530957342856225377194875983417453846048e-13,9.7887108749277385577441202978361828735132938196551931574129354639e-12,0
1.818989403545856475830078125e-12,1.5297706297488326214657632894097206504727926392403935160057925291e-9,1.5297706297488326214657632894097206504727926392403935160057925291e-9,9.1003606766736027451859803058282013710457622798357734444128050512e-13,1.9577421749960285787195649120675205785937761909368847105943318997e-11,0
3.63797880709171295166015625e-12,3.0595412594994120686022985792392971711398702095974165473099379854e-9,3.0595412594994120686022985792392971711398702095974165473099379854e-9,1.8200721353357597076753709573107062291135456333119670120820571002e-12,3.9154843500339806261225846316610930036821800889198861290133136378e-11,0
7.2759576141834259033203125e-12,6.1190825190058114398877198061109519935428930927941490277336631851e-9,6.1190825190058114398877198061109519935428930927941490277336631851e-9,3.6401442706756760499034621095246591276281339041012189338094367549e-12,7.8309687002356551269829196736258083660234403217252255520107825918e-11,0
1.4551915228366851806640625e-11,1.2238165038039572090508207370374812525939911042907843646446677119e-8,1.2238165038039572090508207370374812525939911042907843646446677119e-8,7.2802885413679786380179698812461704496965562420629646915209263051e-12,1.5661937401142085752948290430062839151956700556875750764046561067e-10,0
2.910383045673370361328125e-11,2.4476330076190941023949703114349155796323007038575424983861649578e-8,2.4476330076190941023949703114349155796323007038575424983861649578e-8,1.4560577082802463428881441471950717308936946483388117182547084817e-11,3.1323874804967273502077980724167043127005700817956099732506156843e-10,0
5.82076609134674072265625e-11,4.8952660152829069419650298451000777180465492872732446950000877225e-8,4.8952660152829069419650298451000777180465492872732446950000877225e-8,2.9121154165870951469155442267103377263810525206860468143962449271e-11,6.2647749620666954990894325167233126874306233648567353376787587973e-10,0
1.16415321826934814453125e-10,9.7905320307446888326446075614464875957918066352373013881689796410e-8,9.7905320307446888326446075614464875957918066352373013881689796410e-8,5.8242308332806001383965541709973156429457505266135046925454965146e-11,1.2529549928426354194484421931771954973997457703495091372052649520e-9,0
