# zero shifted mathieu eigen value precision_digits=64 n=17
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,7.8605598652918242911727815630632975026415557554312597871318501592e-18,7.8605598652918242911727815630632975026415557554312597871318501592e-18,2.7199169084054755332777790875651548452046905728135847014297059375e-20,2.5928930111205670408610197427370042106043038705321692832376737441e-19,0
1.08420217248550443400745280086994171142578125e-19,1.5721119730583648582618823234638884163373467563049683229873920855e-17,1.5721119730583648582618823234638884163373467563049683229873920855e-17,5.4398338168109510666501118458958076689873590183562917750428791887e-20,5.1857860222411340825521734616655201221986620014370354677160557350e-19,0
2.1684043449710088680149056017398834228515625e-19,3.1442239461167297166330686903326924959277530521597968903652354043e-17,3.1442239461167297166330686903326924959277530521597968903652354043e-17,1.0879667633621902133678438374853607252345166270449124188115001399e-19,1.0371572044482268168424882828097087049671018334472640204719919503e-18,0
4.336808689942017736029811203479766845703125e-19,6.2884478922334594337033535542850476450030812119189930155348256458e-17,6.2884478922334594337033535542850476450030812119189930155348256458e-17,2.1759335267243804268869735481955182162640419418404820122957874207e-19,2.0743144088964536350131909275258361330944632316201810810153922086e-18,0
8.67361737988403547205962240695953369140625e-19,1.2576895784466918869155571803048745903679158449435249029373801979e-16,1.2576895784466918869155571803048745903679158449435249029373801979e-16,4.3518670534487608543790905892902234960827537887319200793680975706e-19,4.1486288177929072753392393026773471672362193788327769955075793573e-18,0
1.73472347597680709441192448139190673828125e-18,2.5153791568933837745306602384012094270711865762856878542999371103e-16,2.5153791568933837745306602384012094270711865762856878542999371103e-16,8.7037341068975217111787551501771952493812684300542832328717547070e-19,8.2972576355858145719299083958573940059116476735536349399057272867e-18,0
3.4694469519536141888238489627838134765625e-18,5.0307583137867675518595039879682598464130445074437907244748144860e-16,5.0307583137867675518595039879682598464130445074437907244748144860e-16,1.7407468213795043432039806186741383551602230129563289704065102028e-18,1.6594515271171629228865535953725587235580429038806970266506361768e-17,0
6.938893903907228377647697925567626953125e-18,1.0061516627573535114911742020599883717342788908600144559380887562e-15,1.0061516627573535114911742020599883717342788908600144559380887562e-15,3.4814936427590086902808795919030739506376432209689081520349091910e-18,3.3189030542343258797753948555494375670191777069591813549101774179e-17,0
1.387778780781445675529539585113525390625e-17,2.0123033255147070274594420219853223976224493185833773448540874028e-15,2.0123033255147070274594420219853223976224493185833773448540874028e-15,6.9629872855180173960534326020253370159946343203577070756196795944e-18,6.6378061084686518955599403703161590568526303908528630761008863551e-17,0
2.77555756156289135105907917022705078125e-17,4.0246066510294140728272585154320277666381574196467459522264009064e-15,4.0246066510294140728272585154320277666381574196467459522264009064e-15,1.3925974571036034854073558876927431718471132939954138242997927012e-17,1.3275612216937304335156483377501481350577619730592040646441169241e-16,0
5.5511151231257827021181583404541015625e-17,8.0492133020588282172880149167095902570708910494264295219917569894e-15,8.0492133020588282172880149167095902570708910494264295219917569894e-15,2.7851949142072069956013892445361904003705505361337126373673899617e-17,2.6551224433874610846459377302479836013566747585939903508505773901e-16,0
1.1102230246251565404236316680908203125e-16,1.6098426604117656721110021376801342115092415581091467215681476232e-14,1.6098426604117656721110021376801342115092415581091467215681476232e-14,5.5703898284144140903494883656752048841150226924191928081942824331e-17,5.3102448867749230397504396794868928196156106304972569880475054639e-16,0
2.220446049250313080847263336181640625e-16,3.2196853208235314588356008927131512280165994224841463319511699631e-14,3.2196853208235314588356008927131512280165994224841463319511699631e-14,1.1140779656828828577285816237761768955074738486104312567305086377e-16,1.0620489773549849561335136234938898442341528622103134468884979338e-15,0
4.44089209850062616169452667236328125e-16,6.4393706416470633761255882548379789929685673770737565226789826265e-14,6.4393706416470633761255882548379789929685673770737565226789826265e-14,2.2281559313657658740918990501169477484320302342815766514460147497e-16,2.1240979547099713050007299973749530781134389961467852034226423518e-15,0
8.8817841970012523233890533447265625e-16,1.2878741283294128586068722387323826669221835340166192387507693471e-13,1.2878741283294128586068722387323826669221835340166192387507693471e-13,4.4563118627315323827227413104926735879660329896768831790684060452e-16,4.2481959094199481809362709963076258620154937132278498993612778039e-15,0
1.7763568394002504646778106689453125e-15,2.5757482566588264507407628285248428355928284705348181062455725161e-13,2.5757482566588264507407628285248428355928284705348181062455725161e-13,8.9126237254630673036012554620236776318090950537536958693618426162e-16,8.4963918188399186456117859989183397248501116347174334593928581638e-15,0
3.552713678800500929355621337890625e-15,5.1514965133176558355895990612974359056561519280951981225344718903e-13,5.1514965133176558355895990612974359056561519280951981225344718903e-13,1.7825247450926144759825602288226421818879418436315564437835542873e-15,1.6992783637679926426180548023626704874294014735277857632572352766e-14,0
7.10542735760100185871124267578125e-15,1.0302993026635323407611491739645394569007479336708675205690545564e-12,1.0302993026635323407611491739645394569007479336708675205690545564e-12,3.5650494901852330130143570033375067712828648223905450538721610949e-15,3.3985567275360209392189000155034898817501616981882215430159042463e-14,0
1.42108547152020037174224853515625e-14,2.0605986053270693760952157947969054727301233115012063376216157960e-12,2.0605986053270693760952157947969054727301233115012063376216157960e-12,7.1300989803704822702256601896086694558135754723225132789675287060e-15,6.7971134550721844943689616778166852874965990562084149886038163737e-14,0
2.8421709430404007434844970703125e-14,4.1211972106541575304821013774460568279792276315669300536842459744e-12,4.1211972106541575304821013774460568279792276315669300536842459744e-12,1.4260197960741029517239105112270092830377950282238512296485280188e-14,1.3594226910144939452462569972449071842426679385159564195835446288e-13,0
5.684341886080801486968994140625e-14,8.2423944213083901741308819093486143604703606137546590947053151472e-12,8.2423944213083901741308819093486143604703606137546590947053151472e-12,2.8520395921482318941629349167296243461835157833061104133928426115e-14,2.7188453820292160759823726648775982126200767184670791891676501004e-13,0
1.136868377216160297393798828125e-13,1.6484788842617080800928480460903368934479576536089101486582878577e-11,1.6484788842617080800928480460903368934479576536089101486582878577e-11,5.7040791842965677511863254189977055136607531266744295801324839365e-14,5.4376907640593448939241802005983584991122302710785410314069240944e-13,0
2.27373675443232059478759765625e-13,3.2969577685235363412523827685672397887098579558386079827475630932e-11,3.2969577685235363412523827685672397887098579558386079827475630932e-11,1.1408158368593551353814473247637507919411273203593799248261463990e-13,1.0875381528122340755686101398905578873054904581150843978666224663e-12,0
4.5474735088646411895751953125e-13,6.5939155370475534067715123987136229159493051126570972449848136404e-11,6.5939155370475534067715123987136229159493051126570972449848136404e-11,2.2816316737188766113396236673749560262800363711616253442854026437e-13,2.1750763056259285382723178903336313891004342220600655672753855155e-12,0
9.094947017729282379150390625e-13,1.3187831074097029710610013492006853837593346360981374952280567390e-10,1.3187831074097029710610013492006853837593346360981374952280567390e-10,4.5632633474384185849861638380646553071257253844226210907545215883e-13,4.3501526112576986250850359146290921699539484421219325697013703672e-12,0
1.818989403545856475830078125e-12,2.6375662148201751009487991748436416932749959595059014637739299795e-10,2.6375662148201751009487991748436416932749959595059014637739299795e-10,9.1265266948794986191999971447876875199826849809892784213630795138e-13,8.7003052225387634443317498991196376546753311199201797033218895254e-12,0
3.63797880709171295166015625e-12,5.2751324296434268372047922443397889128800168151154583857432767566e-10,5.2751324296434268372047922443397889128800168151154583857432767566e-10,1.8253053389769643035310699807404113885397982059223039397035559712e-12,1.7400610445170991665310832349798178988748993904629308384489710709e-11,0
7.2759576141834259033203125e-12,1.0550264859299160215638423978356975085154042916625700886249508665e-9,1.0550264859299160215638423978356975085154042916625700886249508665e-9,3.6506106779581869258264442831685034896726792099050868118510410606e-12,3.4801220890715842437215957082736767070322965675929560877240988569e-11,0
1.4551915228366851806640625e-11,2.1100529718647546596192717203962549522654033241667181116034333995e-9,2.1100529718647546596192717203962549522654033241667181116034333995e-9,7.3012213559334071267102827695372143677003575230682287598734719705e-12,6.9602441782927121300848781113274661715445381521074051528341920903e-11,0
2.910383045673370361328125e-11,4.2201059437491997852053001705231724287709267421276694797828730454e-9,4.2201059437491997852053001705231724287709267421276694797828730454e-9,1.4602442711934947353651557683471184874639884920856987819317899811e-11,1.3920488357183598830768260933968794258442723078197689157458234818e-10,0
5.82076609134674072265625e-11,8.4402118875771614342808995066190097246892915443071477820637980959e-9,8.4402118875771614342808995066190097246892915443071477820637980959e-9,2.9204885424142427108238406597297611504115195655042033847971619709e-11,2.7840976716759895944184604170769410023922235656367484488651755112e-10,0
1.16415321826934814453125e-10,1.6880423775469370324069173648732517139833156476285978048507217533e-8,1.6880423775469370324069173648732517139833156476285978048507217533e-8,5.8409770849374983820308559338174799791810230021750789095180683507e-11,5.5681953443090585020994045213942485035501447653656418124604189203e-10,0
