# zero shifted mathieu eigen value precision_digits=64 n=19
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,9.8121049528113488435228193731824719223789837138256074791368744008e-18,9.8121049528113488435228193731824719223789837138256074791368744008e-18,2.7180346129671326436351300202721528870855910564613871133343142385e-20,2.8618639445699767464729382254164672634383002097750030246539571985e-19,0
1.08420217248550443400745280086994171142578125e-19,1.9624209905622697687384991872983821887506221431730070672028624344e-17,1.9624209905622697687384991872983821887506221431730070672028624344e-17,5.4360692259342652873642636767268204674532469339972494936367380455e-20,5.7237278891399534939357529292399331950997290063374576709564025849e-19,0
2.1684043449710088680149056017398834228515625e-19,3.9248419811245395376127396252443155946213210239383075398691900800e-17,3.9248419811245395376127396252443155946213210239383075398691900800e-17,1.0872138451868530575104541898183699708092302005369272963626565319e-19,1.1447455778279906991831011772107861064748734001053214707831943855e-18,0
4.336808689942017736029811203479766845703125e-19,7.8496839622490790757684442530788360578891500859317976613707729171e-17,7.8496839622490790757684442530788360578891500859317976613707729171e-17,2.1744276903737061151713141975287634509388227384852625100750063482e-19,2.2894911556559813999500047198727700840948665085447569925664112334e-18,0
8.67361737988403547205962240695953369140625e-19,1.5699367924498158153708748516518491591693941025572397328881963516e-16,1.5699367924498158153708748516518491591693941025572397328881963516e-16,4.3488553807474122309442516666256209395274074863081433043994358769e-19,4.5789823113119628062352189015503316633734863542883246449473400926e-18,0
1.73472347597680709441192448139190673828125e-18,3.1398735848996316316104937074480261097687315077884576141333832637e-16,3.1398735848996316316104937074480261097687315077884576141333832637e-16,8.6977107614948244642949964195236180326003642875026526707295935282e-19,9.1579646226239256378112756503198293923081820882707278757560427764e-18,0
3.4694469519536141888238489627838134765625e-18,6.2797471697992632666959634314733633937667319157964866242956553237e-16,6.2797471697992632666959634314733633937667319157964866242956553237e-16,1.7395421522989648938215965184136740702954936054837913086691565994e-18,1.8315929245247851376985902689516323725470769942508462469189790721e-17,0
6.938893903907228377647697925567626953125e-18,1.2559494339598526547291830929255971552526504948660529819823696663e-15,1.2559494339598526547291830929255971552526504948660529819823696663e-15,3.4790843045979297914935819748631500145502783791303406703112733138e-18,3.6631858490495703159425210934539312643235708926410567625443130167e-17,0
1.387778780781445675529539585113525390625e-17,2.5118988679197053150183278123748922709632898495105462882462278389e-15,2.5118988679197053150183278123748922709632898495105462882462278389e-15,6.9581686091958595983887197018695076757985868407494357015130965068e-18,7.3263716980991407940664044091105329486660461838601861689877313491e-17,0
2.77555756156289135105907917022705078125e-17,5.0237977358394106522765021308445768194447144417462099374477934817e-15,5.0237977358394106522765021308445768194447144417462099374477934817e-15,1.3916337218391719258383662412311847145276217290155706197916325434e-17,1.4652743396198282236858257707031782322217604218199554122025424733e-16,0
5.5511151231257827021181583404541015625e-17,1.0047595471678821393512390286068326234451402283283969789689784034e-14,1.0047595471678821393512390286068326234451402283283969789689784034e-14,2.7832674436783438763192216858915031120363995244553932935428764636e-17,2.9305486792396567068618310969306708302456409887682431541703890469e-16,0
1.1102230246251565404236316680908203125e-16,2.0095190943357643142862324669653370735066173596866494371743533238e-14,2.0095190943357643142862324669653370735066173596866494371743533238e-14,5.5665348873566878512084001854995486800737322983009679700120590686e-17,5.8610973584793144516843804159588214904830857975934389466843354874e-16,0
2.220446049250313080847263336181640625e-16,4.0190381886715287709074825729373837606109626764045430824910903135e-14,4.0190381886715287709074825729373837606109626764045430824910903135e-14,1.1133069774713376096696627625865328976761669463724496073382521644e-16,1.1722194716958633055211633720309341235199972792569217242918216100e-15,0
4.44089209850062616169452667236328125e-16,8.0380763773430581111550357019017844326718799403236522814789935124e-14,8.0380763773430581111550357019017844326718799403236522814789935124e-14,2.2266139549426753770512564271196078760863933352697097732628790893e-16,2.3444389433917282717794758994199706961467837724792698124102550919e-15,0
8.8817841970012523233890533447265625e-16,1.6076152754686118499670353627913064167615920307342458570009825503e-13,1.6076152754686118499670353627913064167615920307342458570009825503e-13,4.4532279098853513849502364620257795478160444064660550055428879509e-16,4.6888778867834631865075484202837363680268743015420514652460088594e-15,0
1.7763568394002504646778106689453125e-15,3.2152305509372246108781836152275530796099218958883453811085547214e-13,3.2152305509372246108781836152275530796099218958883453811085547214e-13,8.9064558197707052932913673552009780598612794899954165681677416105e-16,9.3777557735669529448094833264337340734361751651427036621828640828e-15,0
