# zero shifted mathieu eigen value precision_digits=64 n=50
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,6.7789751681016433700097187057503737406928505405828231071644732392e-17,6.7789751681016433700097187057503737406928505405828231071644732392e-17,2.7115900672406573480038874823001494962771402162331292428657892957e-20,7.0529553569684965059693264424044526828120789139627616966921335862e-19,0
1.08420217248550443400745280086994171142578125e-19,1.3557950336203286740249799181870771280498841564988839990277005369e-16,1.3557950336203286740249799181870771280498841564988839990277005369e-16,5.4231801344813146960999196727483085121995366259955359961108021475e-20,1.4105910713936993017294033794051631632941253151490803909488963723e-18,0
2.1684043449710088680149056017398834228515625e-19,2.7115900672406573481421045445221637757585983672092090994314929518e-16,2.7115900672406573481421045445221637757585983672092090994314929518e-16,1.0846360268962629392568418178088655103034393468836836397725971807e-19,2.8211821427873986056009591225074168352673404806486839423708023108e-18,0
4.336808689942017736029811203479766845703125e-19,5.4231801344813146966527879216363656302611078367214913323953912297e-16,5.4231801344813146966527879216363656302611078367214913323953912297e-16,2.1692720537925258786611151686545462521044431346885965329581564919e-19,5.6423642855747972197705276998031957192690541300947481805107125949e-18,0
8.67361737988403547205962240695953369140625e-19,1.0846360268962629394779891173640883576366587166313745023994166086e-15,1.0846360268962629394779891173640883576366587166313745023994166086e-15,4.3385441075850517579119564694563534305466348665254980095976664345e-19,1.1284728571149594473815493218759839745619711074541319121162768975e-17,0
1.73472347597680709441192448139190673828125e-18,2.1692720537925258795457043668754376423060476973378298098983322248e-15,2.1692720537925258795457043668754376423060476973378298098983322248e-15,8.6770882151701035181828174675017505692241907893513192395933288991e-19,2.2569457142299189084728737714133473616718714519788347436183875873e-17,0
3.4694469519536141888238489627838134765625e-18,4.3385441075850517614503132623399189983028697863901897532859961194e-15,4.3385441075850517614503132623399189983028697863901897532859961194e-15,1.7354176430340207045801253049359675993211479145560759013143984478e-18,4.5138914284598378717848480534722130912577647428786965462523487955e-17,0
6.938893903907228377647697925567626953125e-18,8.6770882151701035323362446390360128958476638229521556931987429952e-15,8.6770882151701035323362446390360128958476638229521556931987429952e-15,3.4708352860680414129344978556144051583390655291808622772794971981e-18,9.0277828569196759629260981495265053959500559665515901217507913070e-17,0
1.387778780781445675529539585113525390625e-17,1.7354176430340207102414961735496725744493638113100666921279704969e-14,1.7354176430340207102414961735496725744493638113100666921279704969e-14,6.9416705721360828409659846941986902977974552452402667685118819877e-18,1.8055565713839352803277804469381373579865730857162946568450617267e-16,0
2.77555756156289135105907917022705078125e-17,3.4708352860680414355799813300692254146825425827060851361407186899e-14,3.4708352860680414355799813300692254146825425827060851361407186899e-14,1.3883341144272165742319925320276901658730170330824340544562874760e-17,3.6111131427678709116258041620076565785414041417665069900322906291e-16,0
5.5511151231257827021181583404541015625e-17,6.9416705721360829315479185920179741698162711914153960989831464716e-14,6.9416705721360829315479185920179741698162711914153960989831464716e-14,2.7766682288544331726191674368071896679265084765661584395932585886e-17,7.2222262855357432271325813965411345864119233706068311361868842111e-16,0
1.1102230246251565404236316680908203125e-16,1.3883341144272166104647660911554059919964695972121326309393555313e-13,1.3883341144272166104647660911554059919964695972121326309393555313e-13,5.5533364577088664418590643646216239679858783888485305237574221251e-17,1.4444452571071492069789055083187906722588972736343018980543378363e-15,0
