# zero shifted mathieu eigen value precision_digits=64 n=8
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,1.7622587692462802229282353462460054723756108578231766672240959336e-18,1.7622587692462802229282353462460054723756108578231766672124141304e-18,2.7535293269473128483253677285093835505868919653487135425285234875e-20,1.3986180708303811294325504343430680704967975036644734703851223048e-19,0
1.08420217248550443400745280086994171142578125e-19,3.5245175384925604459236345021560208974474346423280971835370765065e-18,3.5245175384925604459236345021560208974474346423280971833501676554e-18,5.5070586538946256967556789096187826522616166286376518491306595015e-20,2.7972361416607622591672597668738587962893983467559444207293183617e-19,0
2.1684043449710088680149056017398834228515625e-19,7.0490350769851208921159242429680816057306206385478938042370143943e-18,7.0490350769851208921159242429680816057306206385478938012464727762e-18,1.1014117307789251393931131629637627508954094747731084066783974352e-19,5.5944722833215245195431551264986082141633174890084843397898272683e-19,0
4.336808689942017736029811203479766845703125e-19,1.4098070153970241785306469440560322455211443869980377691735050245e-17,1.4098070153970241785306469440560322455211443869980377643886384356e-17,2.2028234615578502789541358500875503836267881046844340105954245782e-19,1.1188944566643049043920852624000778917875177662312195303697666319e-18,0
8.67361737988403547205962240695953369140625e-19,2.8196140307940483574911422699617281888681275530041454523806687216e-17,2.8196140307940483574911422699617281888681275530041453758228032985e-17,4.4056469231157005585799097968152002951064493015689772095339625158e-19,2.2377889133286098107179874732015807819628202080276054195558741553e-18,0
1.73472347597680709441192448139190673828125e-18,5.6392280615880967167016780673221111716456721568744418153954023670e-17,5.6392280615880967167016780673221111716456721568744405904695555973e-17,8.8112938462314011198463719801907987056963627451163143795819984096e-19,4.4755778266572196291712427400088615780237199330924820202827852534e-18,0
3.4694469519536141888238489627838134765625e-18,1.1278456123176193440280930244238841539777507995884460647969378524e-16,1.1278456123176193440280930244238841539777507995884441049155830208e-16,1.7622587692462802250438953506623189905902356243569454450879069322e-18,8.9511556533144392892835566544405233768152844525468958933364484422e-18,0
6.938893903907228377647697925567626953125e-18,2.2556912246352386908072156926856160032287634549679069780141520602e-16,2.2556912246352386908072156926856160032287634549678756199124747554e-16,3.5245175384925604543862745198212750050449428983873301546301771997e-18,1.7902311306628878702331398006572248951706159396244314795911740349e-17,0
1.387778780781445675529539585113525390625e-17,4.5113824492704773926185499607226229209809453965942311514601132778e-16,4.5113824492704773926185499607226229209809453965937294218332764006e-16,7.0490350769851209259664843136290983140327271821780941978854606862e-18,3.5804622613257757899719934803909317215748377922713383589405354935e-17,0
2.77555756156289135105907917022705078125e-17,9.0227648985409548292535742228508105674985332477783610084119573660e-16,9.0227648985409548292535742228508105674985332477703333343825673324e-16,1.4098070153970241920708709723204391511716458199647417455308222421e-17,7.1609245226515517779668424770877995841110569691311833660291755367e-17,0
5.5511151231257827021181583404541015625e-17,1.8045529797081909834573045651323888576687384377588036385048620206e-15,1.8045529797081909834573045651323888576687384377459593600578379678e-15,2.8196140307940484116520383830193575901074038089880960926271093659e-17,1.4321849045303104348025107019399411060283301336612841407400080930e-16,0
1.1102230246251565404236316680908203125e-16,3.6091059594163820373409680125136915236486024793025169111327580571e-15,3.6091059594163820373409680125136915236486024790970084559803732418e-15,5.6392280615880969333452625195526430057009413737496291930571338273e-17,2.8643698090606211864415902299694608314536647146720889215385139660e-16,0
2.220446049250313080847263336181640625e-16,7.2182119188327643563873715540230929336216949820838754506536831646e-15,7.2182119188327643563873715540230929336216949787957401682155270605e-15,1.1278456123176194306855268053161082708783898406937199702241570488e-16,5.7287396181212436402294557642976670410755831230116634222431700593e-16,0
