# zero shifted mathieu eigen value precision_digits=64 n=46
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,5.7381412794423838547940895006072663033779456106124740196036097381e-17,5.7381412794423838547940895006072663033779456106124740196036097381e-17,2.7117869940653987971616680059580653607646245796845340357294942051e-20,6.5113659908566057948601311547631896489326809306055341133594736617e-19,0
1.08420217248550443400745280086994171142578125e-19,1.1476282558884767709783276234173921630850981674939868514829387035e-16,1.1476282558884767709783276234173921630850981674939868514829387035e-16,5.4235739881307975944155369726719856478501803756804671620176687310e-20,1.3022731981713211594313623321741957369499738619182989606737804452e-18,0
2.1684043449710088680149056017398834228515625e-19,2.2952565117769535420346941400185399358197418609324643621591333465e-16,2.2952565117769535420346941400185399358197418609324643621591333465e-16,1.0847147976261595189199877788367391001038477603650587722869250220e-19,2.6045463963426423207000690692346227039589255834813552539813820434e-18,0
4.336808689942017736029811203479766845703125e-19,4.5905130235539070843815438527721023103297405813110711126915025672e-16,4.5905130235539070843815438527721023103297405813110711126915025672e-16,2.1694295952523190379874970948828460823864558512812245334080824987e-19,5.2090927926852846487495157580141703393955798571896500998298025600e-18,0
8.67361737988403547205962240695953369140625e-19,9.1810260471078141700117099964842943761571066457521497923992581729e-16,9.1810260471078141700117099964842943761571066457521497923992581729e-16,4.3388591905046380765650803386031636938360617418488420568994603842e-19,1.0418185585370569326896541994208040494636612488470340918926229113e-17,0
1.73472347597680709441192448139190673828125e-18,1.8362052094215628345017909156728947780197499586787833972595806622e-15,1.8362052094215628345017909156728947780197499586787833972595806622e-15,8.6777183810092761554905052725562135067095933774989763575594549255e-19,2.0836371170741138771383125901134880972131340178771107707617742318e-17,0
3.4694469519536141888238489627838134765625e-18,3.6724104188431256710013774968499331719070419256817838638971827944e-15,3.6724104188431256710013774968499331719070419256817838638971827944e-15,1.7355436762018552320422388926511971511848024223448884044882716420e-18,4.1672742341482278013126419453144967631505574008594089688863363177e-17,0
6.938893903907228377647697925567626953125e-18,7.3448208376862513499939376557164408449980718063468628149518201308e-15,7.3448208376862513499939376557164408449980718063468628149518201308e-15,3.4710873524037104678610291378622121195643061466667593643439603643e-18,8.3345484682964557907693509509790804058466185371238112476395173053e-17,0
1.387778780781445675529539585113525390625e-17,1.4689641675372502731952605959499179996442654806118325184856820315e-14,1.4689641675372502731952605959499179996442654806118325184856820315e-14,6.9421747048074209508282636859636956504927480180143313728056806784e-18,1.6669096936592912334114970143358545167062022215743255974268751570e-16,0
2.77555756156289135105907917022705078125e-17,2.9379283350745005591764134511263555632355829373866477906679857383e-14,2.9379283350745005591764134511263555632355829373866477906679857383e-14,1.3884349409614841962081349012884478087124683068935008462514110295e-17,3.3338193873185827678535013252318922453093346596501710759823753242e-16,0
5.5511151231257827021181583404541015625e-17,5.8758566701490011694963959391587913132069537697704911163518177220e-14,5.8758566701490011694963959391587913132069537697704911163518177220e-14,2.7768698819229684165861984589597312444267267342960733064044507193e-17,6.6676387746371667398290318367047530962017194645763663593790381570e-16,0
1.1102230246251565404236316680908203125e-16,1.1751713340298002543567068025941918820937699042293817598706893817e-13,1.1751713340298002543567068025941918820937699042293817598706893817e-13,5.5537397638459369298521115434508122972295364094016151222622371534e-17,1.3335277549274338296146180418375266678698273745117391277819632829e-15,0
2.220446049250313080847263336181640625e-16,2.3503426680596005905431240642381306000615683477742395494625760845e-13,2.3503426680596005905431240642381306000615683477742395494625760845e-13,1.1107479527691874246423081589027082230914784252241207700673800021e-16,2.6670555098548695858244827816628663814276960644193978886418459108e-15,0
4.44089209850062616169452667236328125e-16,4.7006853361192015084050899646753474081353463585747071254570174097e-13,4.7006853361192015084050899646753474081353463585747071254570174097e-13,2.2214959055383750039721597186556462231263451600069504373615394186e-16,5.3341110197097468780299523552890557549684165204486332000981128084e-15,0
8.8817841970012523233890533447265625e-16,9.4013706722384043260855472741478305644482954161623390756248913157e-13,9.4013706722384043260855472741478305644482954161623390756248913157e-13,4.4429918110767506266944930407125853329150734480918426633387955178e-16,1.0668222039419524581583851878527969953275803934677234653498567591e-14,0
1.7763568394002504646778106689453125e-15,1.8802741344476813889272563927490531450637114016335222517269011771e-12,1.8802741344476813889272563927490531450637114016335222517269011771e-12,8.8859836221535037283896804950333324435903185332397081839645613286e-16,2.1336444078839172465263492429627905479002482657300849824952524296e-14,0
3.552713678800500929355621337890625e-15,3.7605482688953648726951005371811162820477220075499276132160634887e-12,3.7605482688953648726951005371811162820477220075499276132160634887e-12,1.7771967244307017356782138644523233847106436708648051102155309493e-15,4.2672888157678838138910139555723927640568467674624225894728014923e-14,0
7.10542735760100185871124267578125e-15,7.5210965377907381247525520811347674375693606026461395261439100737e-12,7.5210965377907381247525520811347674375693606026461395261439100737e-12,3.5543934488614074313575387907064118324996978273374950501625283902e-15,8.5345776315359649111352897946762357153472146545233696339311112122e-14,0
1.42108547152020037174224853515625e-14,1.5042193075581509766954508189683633615376150918562294397763031413e-11,1.5042193075581509766954508189683633615376150918562294397763031413e-11,7.1087868977228307027195218287729837501777650843867175792830961309e-15,1.7069155263072718955683627163031900293295356936155518726002236833e-13,0
2.8421709430404007434844970703125e-14,3.0084386151163153603706632491615336162436210791153487535102160429e-11,3.0084386151163153603706632491615336162436210791153487535102160429e-11,1.4217573795445724765456820648211406503986867103569701103545444437e-14,3.4138310526148594445019444937210540946359277474440730762564740289e-13,0
5.684341886080801486968994140625e-14,6.0168772302326843486603729452956339817482909346330263954141312266e-11,6.0168772302326843486603729452956339817482909346330263954141312266e-11,2.8435147590891702970984749268882958325842584757244926254320090863e-14,6.8276621052309815024647654850440242607193360570590881812684492831e-13,0
1.136868377216160297393798828125e-13,1.2033754460465583208996931695068248373242788357708715939104106258e-10,1.2033754460465583208996931695068248373242788357708715939104106258e-10,5.6870295181784419702253930505993612349918659535485425043025076835e-14,1.3655324210467013458773038985641472228319797675169204108391495884e-12,0
2.27373675443232059478759765625e-13,2.4067508920932024464698606740738125687120570923969955741672625311e-10,2.4067508920932024464698606740738125687120570923969955741672625311e-10,1.1374059036357289444564558951199492290699702705089771144457762434e-13,2.7310648420954228732920126234662714665225921562525199055582623550e-12,0
4.5474735088646411895751953125e-13,4.8135017841867481116216187945432425550527699794246785164396044513e-10,4.8135017841867481116216187945432425550527699794246785164396044513e-10,2.2748118072716200905584209804079596195901559449076930606992459600e-13,5.4621296841989264727336575132173113410606899222652033902303103670e-12,0
9.094947017729282379150390625e-13,9.6270035683748690979708282239086815124898041451975735427811111650e-10,9.6270035683748690979708282239086815124898041451975735427811111650e-10,4.5496236145438889876988791228301897507040662311897795570799202103e-13,1.0924259368430175850065947779036579226535458491537536485048899112e-11,0
1.818989403545856475830078125e-12,1.9254007136755229694852025781023962503431810988797310407514090117e-9,1.9254007136755229694852025781023962503431810988797310407514090117e-9,9.0992472290903732017259101044536684798827084068040219317174338928e-13,2.1848518736989643318527256068184052980811764605571152028050947247e-11,0
3.63797880709171295166015625e-12,3.8508014273532425385345583246216834095321886642945818188932700967e-9,3.8508014273532425385345583246216834095321886642945818188932700967e-9,1.8198494458191127308764453329970148438242857581732428255639272669e-12,4.3697037474496453110642590174436311693552518824139955708667054274e-11,0
7.2759576141834259033203125e-12,7.7016028547152714753257728039849397514925042921661515239494199171e-9,7.7016028547152714753257728039849397514925042921661515239494199171e-9,3.6396988916423778238779644631308788995711267921390130075375330421e-12,8.7394074951061572115690580482143760407175175936766517321645934648e-11,0
1.4551915228366851806640625e-11,1.5403205709465688543678518075528251326260213339560971779072284214e-8,1.5403205709465688543678518075528251326260213339560971779072284214e-8,7.2793977833013650962563885045029543129774165120798543379358621050e-12,1.7478814991039780780942746534537927162753547083043366282864023332e-10,0
2.910383045673370361328125e-11,3.0806411419071959459467708810026722169388874714230831587605808959e-8,3.0806411419071959459467708810026722169388874714230831587605808959e-8,1.4558795566669167986515930439521135240731982379126101884501800075e-11,3.4957629985389426993443777899951420827621597681611435054728746308e-10,0
5.82076609134674072265625e-11,6.1612822838706248407400370565829643800649558238751166434258014699e-8,6.1612822838706248407400370565829643800649558238751166434258014699e-8,2.9117591133604087149054995541507393100496010509806789430178645888e-11,6.9915259984018315715838799751445700926789706744211788214037903867e-10,0
1.16415321826934814453125e-10,1.2322564567966181476883865139395007427208619468372503704647241411e-7,1.2322564567966181476883865139395007427208619468372503704647241411e-7,5.8235182268271179002286697256120072907413135483802002384911348822e-11,1.3983052002099447836922741234186220662138294600435975653465236349e-9,0
2.3283064365386962890625e-10,2.4645129136832090135525373167092588850369741418636972854415300127e-7,2.4645129136832090135525373167092588850369741418636972854415300127e-7,1.1647036454079437682195355939079673369739953411454145961443903652e-10,2.7966104025382034466261277243759651909577319656762306155430402023e-9,0
4.656612873077392578125e-10,4.9290258277263088999221148155085040610020778234102026774292112039e-7,4.9290258277263088999221148155085040610020778234102026774292112039e-7,2.3294072909859682891881449978773648681484299732562394505809126672e-10,5.5932208135496624241352690924409568426521006072119062616062755622e-9,0
9.31322574615478515625e-10,9.8580516568921812920242545744877945143821008179868963928079346296e-7,9.8580516568921812920242545744877945143821008179868963928079346296e-7,4.6588145826522595898035229558070862544338850746629945145595154204e-10,1.1186441660992347083136158975031658892951465996681292191910103407e-8,0
1.86264514923095703125e-9,1.9716103319542616560063522659092467481702840376426511517291846819e-6,1.9716103319542616560063522659092467481702840376426511517291846819e-6,9.3176291680258112287634795175295214941884878905607332312343321451e-10,2.2372883457556783996403336387739470573736139254161379491365569701e-8,0
3.7252902984619140625e-9,3.9432206662118249082546409494074362035880220206946807216194867231e-6,3.9432206662118249082546409494074362035880220206946807216194867231e-6,1.8635258346936790681732707700413214572722221269823632899903056347e-9,4.4745767457401934438679117605650871353192222505427278942802085312e-8,0
7.450580596923828125e-9,7.8864413416368562481644760703914584025102486026761322242632319912e-6,7.8864413416368562481644760703914584025102486026761322242632319912e-6,3.7270516737414254480928525852511618159311193774461872515421701282e-9,8.9491537083957391663636404973360094699042242910930445490244206558e-8,0
1.490116119384765625e-8,1.5772882720126538596449323122988470992776936436737025168358775533e-5,1.5772882720126538596449323122988470992776936436737025168358775533e-5,7.4541033648991203196830449541533416790061136279475544273907256773e-9,1.7898308284452933049471536141708740706322447695076418084761090631e-7,0
2.98023223876953125e-8,3.1545765587664384581376985120120212842629318300710949644403775545e-5,3.1545765587664384581376985120120212842629318300710949644403775545e-5,1.4908206799463319745452261398922595861356010539088350493574563112e-8,3.5796620039552049783820389038519034925690185139851655671241635112e-7,0
5.9604644775390625e-8,6.3091531764974022620643774549559115460906168848585132155511089637e-5,6.3091531764974022620643774549559115460906168848585132155511089637e-5,2.9816413877586967212024468123610167987195731970030780791829437447e-8,7.1593253961691752850934786209126802192917985795799890506993662951e-7,0
1.1920928955078125e-7,1.2618306588852925030468410484564747284134938157444481722613240607e-4,1.2618306588852925030468410484564747284134938157444481722613240607e-4,5.9632828869815335682742960702101830265287987511552371089854634249e-8,1.4318656345375746719464148571545807199620717033340517691820786590e-6,0
2.384185791015625e-7,2.5236614121138485071806510901063733931327710978385680110105163021e-4,2.5236614121138485071806510901063733931327710978385680110105163021e-4,1.1926566219819699939417065643224826999682283071070737292110190464e-7,2.8637334902919756738622501145416231476450136639016769346457348723e-6,0
4.76837158203125e-7,5.0473232016008734071839472267325875215488858394309307589123802286e-4,5.0473232016008734071839472267325875215488858394309307589123802286e-4,2.3853134223066509485746442470380848400514583362149956327563233595e-7,5.7274758654661996535245427029661664312275581414703668339767790995e-6,0
9.5367431640625e-7,1.0094647912695431494511268162694793672831968627968540954688995451e-3,1.0094647912695431494511268162694793672831968627968540954688995451e-3,4.7706275579846084567633592451298646847031987844841875967339297973e-7,1.1454987270580936799293434445580516246957154456588089112745740899e-5,0
1.9073486328125e-6,2.0189301863373434597292680991239459068446788969902880543247355851e-3,2.0189301863373434597292680991239459068446788969902880543247355851e-3,9.5412579694581448947507944193003114690202216303888849448238921793e-7,2.2910116700712383826598639893780944043980152021622424609508828492e-5,0
3.814697265625e-6,4.0378627878739818999229460397188232410072844148132697587962049383e-3,4.0378627878739818999229460397188232410072844148132697587962049383e-3,1.9082527352901615784134905669748692065251816705166681279755221826e-6,4.5820802047277788345574990432605527600904212762461167375048962228e-5,0
7.62939453125e-6,8.0757352365952748509436445240019381255764320452047426924638756387e-3,8.0757352365952748509436445240019381255764320452047426924638756387e-3,3.8165100361981450146236505311918422143555917037829596845292417952e-6,9.1643878739177061069334653476088384107558597057352878974836571381e-5,0
1.52587890625e-5,1.6151509116980849852181035365678240254905792892910639815940994807e-2,1.6151509116980849852181035365678240254905792892910639815940994807e-2,7.6330383350571124065127766378441589106360079834171265670798652209e-6,1.8329685654654028756575314220047524868087138137961902024760238654e-4,0
3.0517578125e-5,3.2303172812331458469366924765656343083400282528453921241430952688e-2,3.2303172812331458469366924765656343083400282528453921241430952688e-2,1.5266149722273846157545805654847043045085199682634178280449410533e-5,3.6663011328382733890904206276721350831004316589275648701838931428e-4,0
6.103515625e-5,6.4606963963812187011893207916136819551456881199140827948772251943e-2,6.4606963963812187011893207916136819551456881199140827948772251943e-2,3.0532591665317668720176374251482428899554291682013623794315809047e-5,7.3340585868106422689439587400560769664890101818630707102764162757e-4,0
1.220703125e-4,1.2921640148961165467933517362143164887498151936406256854250876461e-1,1.2921640148961165467933517362143164887498151936406256854250876461e-1,6.1066352310780555141462747458143501358686918414018227099484293296e-5,1.4673944967216764091941581389398838674723097190744237255733427582e-3,0
2.44140625e-4,2.5844269887074731964348208888247258195130404958942667704710464362e-1,2.5844269887074731964348208888247258195130404958942667704710464362e-1,1.2213738131887869548368718756260518995808319923885948820751637222e-4,2.9371221197705475177648490707958583460621603464561529293767932242e-3,0
4.8828125e-4,5.1692499446344748240221369600637329407319078692426835120541094641e-1,5.1692499446344748240221369600637329407319078692426835120541093911e-1,2.4429347564435136219386280529601762479829432274303797315945696728e-4,5.8835928422694829242873575194939078391926991215973188881333865773e-3,0
9.765625e-4,1.0340084811778488590643573905772135934670486238974492196840623239e0,1.0340084811778488590643573905772135934670486238974492196231883745e0,4.8866185310862422451056587456390056402034434021618583159434090228e-4,1.1804709297014066641121617452402599744994212204719226009909692147e-2,0
0.001953125,2.0686517761305571772374648613824061328959641558266453973238508470e0,2.0686517761305571772374648613824061328959641558261407131522092449e0,9.7762371272710641646383027475539042197351803205406099018810493664e-4,2.3760553452995894951291348899689636140422487852679875872806015324e-2,0
0.0029296875,3.1039315797536591657085499113790607100972324448670702841629020075e0,3.1039315797536591657085499113790607100972324392693404696193661443e0,1.4668863798457746529813562908218623393654217590114392140317268790e-3,3.5869632879403363902693483535697564372884589137540047011636555172e-2,0
0.00390625,4.1398495955538904242879088828860333184065260689521573935946644929e0,4.1398495955538904242879088828860333184065219338034320236820946975e0,1.9564506595245228848241535363355544983017599250367649851788183342e-3,4.8134079696380285758852151078053941092889011655135657933365692208e-2,0
0.0048828125,5.1764075357149574335053882824726867396063108960327396576912314375e0,5.1764075357149574335053882824726867396056185795901880462749752297e0,2.4463173609238929269874235739473944894168075320470056011262303089e-3,6.0556058252995407616245228862709335760144382961720407458343500448e-2,0
0.005859375,6.2136071211639835313599543420690434441002864600844089670312431717e0,6.2136071211639835313599543420690434440549600362172798902283114442e0,2.9364872973364761490358952467245006824563436900523839454772104480e-3,7.3137765656760255810546919812295716234250738453950740840493769787e-2,0
0.0068359375,7.2514500816386401726844015233657570960746113425481516150240733752e0,7.2514500816386401726844015233657570945222218701705102831015377830e0,3.4269612862186390230077511925168984382317658820223681233756170034e-3,8.5881432312605732060735739811663887700224609094882884483771502845e-2,0
0.0078125,8.2899381557549724080039670865125990814669431621697952624338715892e0,8.2899381557549724080039670865125990483779581207640260144703139066e0,3.9177401492225767523648237648925326393773396226214133452042026219e-3,9.8789322471501161253116250307343111660638714424769078715165169499e-2,0
0.0087890625,9.3290730910759276602710344410483850358903707750507263032264154254e0,9.3290730910759276602710344410483845449210812843648520704823917857e0,4.4088247122286992723398083369793878971671673108259873283810981123e-3,1.1186373478890336856333179870686495639333714267139322774609536645e-1,0
0.009765625,1.0368856644180597022005989952472366668075218114905754755599218831e1,1.0368856644180597022005989952472361193702686866605482373829194906e1,4.9002158053783539801540595238527239749002611014913131213205136428e-3,1.2510700289322733033278656828205663382534614540953235941693632592e-1,0
0.0107421875,1.1409290580734178442223780382568521653625341441654125777857506284e1,1.1409290580734178442223780382568473212000767151411065539829958155e1,5.3919142631068896229791022601930517168303659246373325419866409357e-3,1.3852149596453400096966371976804067612552831089257325027205121744e-1,0
0.01171875,1.2450376675558671322135340056038282365239080266780344405865573623e1,1.2450376675558671322135340056037928202366046966470670556569578258e1,5.8839209241770658422189697807363446520806066241141339703296672686e-3,1.5210961932363506940674895484163503285629378697099827743044831147e-1,0
0.0126953125,1.3492116712704312191042800513596183944181946160415239645917443478e1,1.3492116712704312191042800513593978105591184163959541631678638460e1,6.3762366317128129447272214147424768548613256910148348954622121782e-3,1.6587381503181864565282736153532292426512583500631506863077676788e-1,0
0.013671875,1.4534512485521761289158726665145473523969793462421671678701909995e1,1.4534512485521761289158726665133487959075627197489758212267700343e1,6.8688622332333465449710428474194143390939084735140429799077529154e-3,1.7981656250140422311905215533854577426083287970347825145359388948e-1,0
