# zero shifted mathieu eigen value precision_digits=64 n=2
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,3.6140072416183481129429435076787847008624602944293168840002495670e-19,-7.2280144832366962266891414884194658653395021910428581395093705066e-20,3.6140072416183481128425366985460476429106375941562888375616406454e-20,9.6373526443155949679892193293155236981988923089252946845767645689e-20,0
1.08420217248550443400745280086994171142578125e-19,7.2280144832366962250554220249155273942732165737689303536439674867e-19,-1.4456028966473392453323861942078640642348539429937517493650745302e-19,7.2280144832366962246537947883845791625479532884689732553486161956e-20,1.9274705288631189934046605301796464368245324786550861354366321783e-19,0
2.1684043449710088680149056017398834228515625e-19,1.4456028966473392446788984088062886760711119463489023953742345776e-18,-2.8912057932946784906430039745116116931380903045878749459508833997e-19,1.4456028966473392445182475141939093834466286448626436259739327970e-19,3.8549410577262379860365877176254596628662676886334239674446778287e-19,0
4.336808689942017736029811203479766845703125e-19,2.8912057932946784880290528329053101425853003201262516096664743005e-18,-5.7824115865893569811989342934067576449542574792544433717278103749e-19,2.8912057932946784873864492544557929726123432152510090906171165788e-19,7.7098821154524759689822420643155864864268396133049979343090505333e-19,0
8.67361737988403547205962240695953369140625e-19,5.7824115865893569707431297269815514595605215583501426134038703572e-18,-1.1564823173178713962049573964347652324657200004241322190298968397e-18,5.7824115865893569681727154131834827838685019474075129929674668968e-19,1.5419764230904951925600750644889841646234842656723741463267923231e-18,0
1.73472347597680709441192448139190673828125e-18,1.1564823173178713920226355698646827717621648456161659041626230401e-17,-2.3129646346357427922705969438831852788600160714753678388193891817e-18,1.1564823173178713909944698443454553048452040480857864003508551525e-18,3.0839528461809903801746567354814358230825910921591628351282912667e-18,0
3.4694469519536141888238489627838134765625e-18,2.3129646346357427755413096376028555436773091606735331912302333082e-17,-4.6259292692714855839839224918209898136671528441321830567098961792e-18,2.3129646346357427714286467355259457028882423453253936069490546129e-18,6.1679056923619807405673398969767418173729299377273115096807290626e-18,0
6.938893903907228377647697925567626953125e-18,4.6259292692714855170667732666996717339884348683650686282971339279e-17,-9.2518585385429711657387593998604566529853198423744258356410982615e-18,4.6259292692714855006161216583920325858623786051595325559162801272e-18,1.2335811384723961402006785498008965886498910970301143454974172774e-17,0
1.387778780781445675529539585113525390625e-17,9.2518585385429708980701624993751912226873252788274296880104854930e-17,-1.8503717077085942322561176464594821423474947096263252170461268225e-17,9.2518585385429708322675560661446363504247882115013805887054483382e-18,2.4671622769447922487501993812239873315386506969672276823145322865e-17,0
2.77555756156289135105907917022705078125e-17,1.8503717077085941251886788862653814809617987558241652435615047752e-16,-3.7007434154171884609456983588685275436169130199177398624776343454e-17,1.8503717077085940988676363129731609082501343172904890716421766759e-17,4.9343245538895843708957678889367613083339599253084443423720952209e-17,0
5.5511151231257827021181583404541015625e-17,3.7007434154171880326759433180921689839421441776337155771005157739e-16,-7.4014868308343769076252489815353082182831255309704703158655844236e-17,3.7007434154171879273917730249232977026422895306708356818924466644e-17,9.8686491077791682353730122838287494241040301340626523093077467202e-17,0
1.1102230246251565404236316680908203125e-16,7.4014868308343751945462288184302266665281699450954216271742293301e-16,-1.4802973661668753758185907018263629723656289734277950776863203611e-16,7.4014868308343747734095476457548296177031762145845331868598862113e-17,1.9737298215558334445071930591479047889228310665216638647641442848e-16,0
2.220446049250313080847263336181640625e-16,1.4802973661668746905869826365846125012189425654692120993853335006e-15,-2.9605947323337507288113450257299318698815459820280080586827575041e-16,1.4802973661668745221323101675145241427884849590830141168963221877e-16,3.9474596431116660787447485278249426432744097020621934810204559562e-16,0
4.44089209850062616169452667236328125e-16,2.9605947323337479878849127647651871817371669578467318816330156541e-15,-5.9211894646675013663193445397686923228784246346462084136993717237e-16,2.9605947323337473140662228884853974368116556179776388003288481021e-16,7.8949192862233289164109466937705251404289889542298433312944295406e-16,0
8.8817841970012523233890533447265625e-16,5.9211894646674904026136154959277711418398413434905697347305002409e-15,-1.1842378929335002367425307032772738038331624190851110214040752208e-15,5.9211894646674877073388559908131216725083486555068233916580312752e-16,1.5789838572446644868507691940056470433700090182262838953570982429e-15,0
1.7763568394002504646778106689453125e-15,1.1842378929334958512602390857553513886488752580304605971956431873e-14,-2.3684757858670003273997085878487202127869901981420527370053637867e-15,1.1842378929334947731503352837130992092127202977703191543688835107e-15,3.1579677144893237879758578090437507377340100145050980105859641278e-15,0
3.552713678800500929355621337890625e-15,2.3684757858669827854705421178765990098990093724168070031481792237e-14,-4.7369515717340000704580059008743808307826849667984786230451689505e-15,2.3684757858669784730309269097364511585259260946711989260545779108e-15,6.3159354289786268330489933024276367983011614466897969654146642068e-15,0
7.10542735760100185871124267578125e-15,4.7369515717339299027413400219104436820240814155645927352617211340e-14,-9.4739031434679978035503667024585231602085332581144313149497596524e-15,4.7369515717339126529828791895807392075040351121914370047084314610e-15,1.2631870857957170694487097343898284638792227923363048418321175603e-14,0
1.42108547152020037174224853515625e-14,9.4739031434677171326837031939991558675203123260396536698306209477e-14,-1.8947806286935986257638153007772091337456480113075866603221818940e-14,9.4739031434676481336498598665274334172183303934150837618855488171e-15,2.5263741715914009502530637657428371453202011888927683604353513829e-14,0
2.8421709430404007434844970703125e-14,1.8947806286934863574171499033105672585467306720046716421308044327e-13,-3.7895612573871935117425984427092354922804696349312705340595583632e-14,1.8947806286934587578036125737995546366483546356394307359060607455e-14,5.0527483431826691459287047301062015663725272095161676685678993055e-14,0
5.684341886080801486968994140625e-14,3.7895612573867444383559369001795083264864311897497142298437107140e-13,-7.5791225147743720643450682501401336275048980606350463669403851183e-14,3.7895612573866340399017875939568687046699267296077619914370902528e-14,1.0105496686364807273547718340836963479534431897327333561757436282e-13,0
1.136868377216160297393798828125e-13,7.5791225147725757707984224587159476441923938771758955812346600337e-13,-1.5158245029548684292129621959986067777083729262661068730388471627e-13,7.5791225147721341769818253283966760831050261886372358852447660887e-14,2.0210993372727490473856672893311778296794340239974704475483467108e-13,0
2.27373675443232059478759765625e-13,1.5158245029541499117943041823847105280352546123383436363212281723e-12,-3.0316490059097129238017185765348537244847706857070051708857043441e-13,1.5158245029539732742676654059140314444834719297095538990408221724e-13,4.0421986745446484654758296146291841543929379656919556589348992055e-13,0
4.5474735088646411895751953125e-13,3.0316490059068388541270889457254938711827832119268231338515937342e-12,-6.0632980118193301091066138964628278071488244207025792566687870051e-13,3.0316490059061323040205344450990138630848759623207065102308937922e-13,8.0843973490858984137696437836191859603052881404535055300104330427e-13,0
9.094947017729282379150390625e-13,6.0632980118078338304081147623951894958714632818205275636021455752e-12,-1.2126596023638277264225934808438614502265388429549781351357586453e-12,6.0632980118050076299819016019391600570561555485819367855829836624e-13,1.6168794698158202758811261068629671767066850571689723381455071926e-12,0
1.818989403545856475830078125e-12,1.2126596023592292149432093385526469093507893944681550554432479935e-11,-2.4253192047275022712502698014452884198296796872002818146151191160e-12,1.2126596023580987347727279480101475842097767821851585924771701024e-12,3.2337589396262029242710698414408774752004844333120857263344902591e-12,0
3.63797880709171295166015625e-12,2.4253192047091082253328573229671549588598260088481692519878517386e-11,-4.8506384094543918161208712303398946305061407596649946673478865932e-12,2.4253192047045863046509627499164568697615149161020872315663288491e-12,6.4675178792306553385776360110089095576135308480682203049731943948e-12,0
7.2759576141834259033203125e-12,4.8506384093808156324522140419211333421172247438146393354396557723e-11,-9.7012768189063327267230711178295061283115789307102713884255442381e-12,4.8506384093627279497248836626727284116075835634295152457463766857e-12,1.2935035758374308637299063872665440975426435313241301315243738292e-11,0
1.4551915228366851806640625e-11,9.7012768186120279920563841681042403822854632996072614893939821728e-11,-1.9402553637802861831371474043077445312144679741624826055744320987e-11,9.7012768185396772611490459547456198138387441568059736047744375926e-12,2.5870071516400609115187747453032540375824040138446922494625009020e-11,0
2.910383045673370361328125e-11,1.9402553636625642892768260675768201005966393891726931980986118165e-10,-3.8805107275566509174444412746385146817401421239727402885674149935e-11,1.9402553636336239969154774251412107905282814709692739615523378964e-11,5.1740143031409185592849592177747378859014815255276963467675780812e-11,0
