# zero shifted mathieu eigen value precision_digits=64 n=26
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,1.8350161924953180527536133649484154150288519349423422797614113760e-17,1.8350161924953180527536133649484154150288519349423422797614113760e-17,2.7145209948155592496355227292136322707527395487312755617772357633e-20,3.8059595103606596657382759857710585698198618388022399094776965682e-19,0
1.08420217248550443400745280086994171142578125e-19,3.6700323849906361055700849329022358562660755713164569757732439201e-17,3.6700323849906361055700849329022358562660755713164569757732439201e-17,5.4290419896311184993640309658317098465474490699947588399012484025e-20,7.6119190207213193331425618132353511311017066584636444817785478208e-19,0
2.1684043449710088680149056017398834228515625e-19,7.3400647699812722113916026778260918174033254931980863124801458111e-17,7.3400647699812722113916026778260918174033254931980863124801458111e-17,1.0858083979262236999100003961281200913318528836091843657515008596e-19,1.5223838041442638672949162993243638231410312582525801535973081236e-18,0
4.336808689942017736029811203479766845703125e-19,1.4680129539962544423788936603738664054592848747361523636302291349e-16,1.4680129539962544423788936603738664054592848747361523636302291349e-16,2.1716167958524473999687776041033526707977586904380952124707531581e-19,3.0447676082885277372554483453579020366519960964740484757893111023e-18,0
8.67361737988403547205962240695953369140625e-19,2.9360259079925088851600798199823249790742491408221743861256827596e-16,2.9360259079925088851600798199823249790742491408221743861256827596e-16,4.3432335917048948005326624555951552944885342319854650682332585202e-19,6.0895352165770554851733596775525016562811175026595147866575206771e-18,0
1.73472347597680709441192448139190673828125e-18,5.8720518159850177719293296369030186327008181427536614462201454687e-16,5.8720518159850177719293296369030186327008181427536614462201454687e-16,8.6864671834097896034457539007441104034035771342509784707398601608e-19,1.2179070433154111012996571302451793816449864162851622898011013457e-17,0
3.4694469519536141888238489627838134765625e-18,1.1744103631970035550295339261559511979047734095623245958466229816e-15,1.1744103631970035550295339261559511979047734095623245958466229816e-15,1.7372934366819579216413223759703420087348719076365748459269570734e-18,2.4358140866308222196592550394290751024283268305329006150319753781e-17,0
6.938893903907228377647697925567626953125e-18,2.3488207263940071126337398474132922936174406357139564135646978352e-15,2.3488207263940071126337398474132922936174406357139564135646978352e-15,3.4745868733639158470913311352267637479547938398135449904803222414e-18,4.8716281732616445075582731946130166620764883325124329049474126642e-17,0
1.387778780781445675529539585113525390625e-17,4.6976414527880142355661676752321442772620940781286472677505506113e-15,4.6976414527880142355661676752321442772620940781286472677505506113e-15,6.9491737467278317094174078035978465639971805889477030588025896617e-18,9.7432563465232892880755988522455079583636647875822989947964486372e-17,0
2.77555756156289135105907917022705078125e-17,9.3952829055760285123270872720865281049981397058083021542162908473e-15,9.3952829055760285123270872720865281049981397058083021542162908473e-15,1.3898347493455663479773797739772970569523875304450151115704572259e-17,1.9486512693046579667987407556568984896220877559566162132986498060e-16,0
5.5511151231257827021181583404541015625e-17,1.8790565811152057189433182230662020734812888191805600531502542842e-14,1.8790565811152057189433182230662020734812888191805600531502542842e-14,2.7796694986911327203303524009855060258598947029298225638317371068e-17,3.8973025386093163703319654521450409251622311010186504403362693876e-16,0
1.1102230246251565404236316680908203125e-16,3.7581131622304115037982395207279950152258632160253422314792851668e-14,3.7581131622304115037982395207279950152258632160253422314792851668e-14,5.5593389973822655381630762140946671822867799053629322950876999509e-17,7.7946050772186344876018666676155084669617757213345475203101483402e-16,0
2.220446049250313080847263336181640625e-16,7.5162263244608232712428913398383939701980052674269786494148941778e-14,7.5162263244608232712428913398383939701980052674269786494148941778e-14,1.1118677994764531466335638076684014748813617259507364865998364168e-16,1.5589210154437275962955476388536330064193534824738450014696495934e-15,0
