# zero shifted mathieu eigen value precision_digits=64 n=62
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,1.0421894088326677495872931715753659257874776478655226516027819498e-16,1.0421894088326677495872931715753659257874776478655226516027819498e-16,2.7112107409798848844622611123188499630267368570903294786752912326e-20,8.6781319496865386420994794339753633223646471939818378285349888429e-19,0
1.08420217248550443400745280086994171142578125e-19,2.0843788176653354992099651544519514694242095540013440399406765124e-16,2.0843788176653354992099651544519514694242095540013440399406765124e-16,5.4224214819597697690165586744327561639547595057267014566614893662e-20,1.7356263899373077292193223221411629854825229934529293147469393482e-18,0
2.1684043449710088680149056017398834228515625e-19,4.1687576353306709985614455541087814102662360150703794281610138562e-16,4.1687576353306709985614455541087814102662360150703794281610138562e-16,1.0844842963919539538401263148045737279568772151587875723623865391e-19,3.4712527798746154616363503856666872581318148710297585146171962002e-18,0
4.336808689942017736029811203479766845703125e-19,8.3375152706613419976889520890370767063701386503034954602354151621e-16,8.3375152706613419976889520890370767063701386503034954602354151621e-16,2.1689685927839079078275109492812374366207436655316065193120226748e-19,6.9425055597492309360635237368708196899578626025363397269599302909e-18,0
8.67361737988403547205962240695953369140625e-19,1.6675030541322683997642148101352208957422135716393707023779310387e-15,1.6675030541322683997642148101352208957422135716393707023779310387e-15,4.3379371855678158162440551772508347964157481052012765410456062401e-19,1.3885011119498461923290339335891420274909915238829756231061889465e-17,0
1.73472347597680709441192448139190673828125e-18,3.3350061082645368004341271895816640104221240577020435982783619496e-15,3.3350061082645368004341271895816640104221240577020435982783619496e-15,8.6758743711356316348442434692551092882989699732103111297564046554e-19,2.7770022238996924051233846120381965731534659347486119114718662070e-17,0
3.4694469519536141888238489627838134765625e-18,6.6700122165290736044910446564082169051146641579662220214422043368e-15,6.6700122165290736044910446564082169051146641579662220214422043368e-15,1.7351748742271263279113019397523977380631280327695686840380344268e-18,5.5540044477993848921080362035160445003833184052665247657754982157e-17,0
6.938893903907228377647697925567626953125e-18,1.3340024433058147223473250421795989415468019565132392280032068791e-14,1.3340024433058147223473250421795989415468019565132392280032068791e-14,3.4703497484542526595924168631102990154703484820843892507887796022e-18,1.1108008895598770111661140324790704668195822856319817902386935375e-16,0
1.387778780781445675529539585113525390625e-17,2.6680048866116294504911145279510201797147020758675857509370937351e-14,2.6680048866116294504911145279510201797147020758675857509370937351e-14,6.9406994969085053342640856606426123301631167426315966465585164805e-18,2.2216017791197541533102552320615954015097509117467999606722638355e-16,0
2.77555756156289135105907917022705078125e-17,5.3360097732232589241680868302693299821187701083886382819622386103e-14,5.3360097732232589241680868302693299821187701083886382819622386103e-14,1.3881398993817010728845179058973282991984313497368986165354418861e-17,4.4432035582395088305326191325370742816931425627776153330624536638e-16,0
5.5511151231257827021181583404541015625e-17,1.0672019546446517941079604758007821944634790485703662083877792305e-13,1.0672019546446517941079604758007821944634790485703662083877792305e-13,2.7762797987634021698958389068698808388748154229197872226529116299e-17,8.8864071164790197567136729387302073356112111016348536173745147508e-16,0
1.1102230246251565404236316680908203125e-16,2.1344039092893036253132933905892319727976873585616494991233099797e-13,2.1344039092893036253132933905892319727976873585616494991233099797e-13,5.5525595975268044362988901940406659021792074884538228385101716432e-17,1.7772814232958047896021084572088848620365030261091924304699517148e-15,0
