# zero shifted mathieu eigen value precision_digits=64 n=7
# u:=q^2/n^4, m:=(a+b-2n^2)/2n^2, d:=q^n/(2^(n-1)(n-1)!)^2 2/(a-b)-1
u,a,b,m,d,digits_loss(1/0)
0,0,0,0,0,0,0
5.42101086242752217003726400434970855712890625e-20,1.3558174042383834094288358949117343084389488695534883407875740379e-18,1.3558174042383834094288358949117343084389488695297932385824187348e-18,2.7669742943640477743445630508402740988549976929421240605816252783e-20,1.2710788164734844464470037210503801950370878052545814850015619534e-19,0
1.08420217248550443400745280086994171142578125e-19,2.7116348084767668189112871474711767659159629668530724206986412991e-18,2.7116348084767668189112871474711767659159629665849929414958632094e-18,5.5339485887280955487985451989207689100325774831000666961168413352e-20,2.5421576329469688931592119790367453416019234460116373750558744187e-19,0
2.1684043449710088680149056017398834228515625e-19,5.4232696169535336380370357255331861280283216596248734443985795001e-18,5.4232696169535336380370357255331861280283216565919003621387007088e-18,1.1067897177456191098034766786802420669445554404302830414833959397e-19,5.0843152658939377873792421058174304896767058491297597308216309754e-19,0
4.336808689942017736029811203479766845703125e-19,1.0846539233907067276931917173429702641195304745073683713433365527e-17,1.0846539233907067276931917173429702641195304710759510375477770062e-17,2.2135794354912382197820239129448372737133274954931830702970546519e-19,1.0168630531787875579001756802610620208139788447458158271289517657e-18,0
8.67361737988403547205962240695953369140625e-19,2.1693078467814134557295217236312726825769883400891060899005911360e-17,2.1693078467814134557295217236312726825769883012670506369741426668e-17,4.4271588709824764402643300482270871072999761646491395172191161253e-19,2.0337261063575751174976603969124277354584611257892462920668858275e-18,0
1.73472347597680709441192448139190673828125e-18,4.3386156935628269128315966030438739847653888446645391907117382973e-17,4.3386156935628269128315966030438739847653884054431204648801176906e-17,8.8543177419649528833297889858038244587048747450078159750937305999e-19,4.0674522127151502417845569393860702647665578897142241190551135990e-18,0
3.4694469519536141888238489627838134765625e-18,8.6772313871256538311534058292130624660540475360589994317335558616e-17,8.6772313871256538311534058292130624660540425668359014571481821167e-17,1.7708635483929905777864093529006249930722540921321327437634426509e-18,8.1349044254303005107260584610169998531526334755335594005840594335e-18,0
6.938893903907228377647697925567626953125e-18,1.7354462774251307684267662150927383062822148350817651551211690390e-16,1.7354462774251307684267662150927383062822092130476054644764938759e-16,3.5417270967859811600546249287606904209841061715605822648955744029e-18,1.6269808850860601130079895251013438186551138883985062086253761654e-17,0
1.387778780781445675529539585113525390625e-17,3.4708925548502615456378726271859799805468350521722129393889445658e-16,3.4708925548502615456378726271859799805467714461165588646977129184e-16,7.0834541935719623380364747493591428174424556104987467388639362084e-18,3.2539617701721202694670903817944639780228174687622181640494175856e-17,0
2.77555756156289135105907917022705078125e-17,6.9417851097005231264131060423739743585976202798489788188890988648e-16,6.9417851097005231264131060423739743585969006594765384164058022507e-16,1.4166908387143924747781849066069335425708694836046446158464184812e-17,6.5079235403442407127386260899560409078099210557699591712032743508e-17,0
5.5511151231257827021181583404541015625e-17,1.3883570219401046393375655236756013711806304950895538633266123421e-15,1.3883570219401046393375655236756013711798163375771817073583243773e-15,2.8333816774287849782399296401542885126127008496599342558009558361e-17,1.3015847080688482120695033485380594333988405387607166862814739327e-16,0
1.1102230246251565404236316680908203125e-16,2.7767140438802093348949083081544346638826155634646817138985705060e-15,2.7767140438802093348949083081544346638734044226974445639107358410e-15,5.6667633548575700712140985880702748242408367205735982426625574969e-17,2.6031694161376967022261192192635724431942414304285517802581050416e-16,0
2.220446049250313080847263336181640625e-16,5.5534280877604188946689256595218444032742016751204431577911312176e-15,5.5534280877604188946689256595218444031699895135368072345425585015e-15,1.1333526709715140601365154407187437557596113457813520808503765019e-16,5.2063388322753945168006885272773477443678046125208216857844271599e-16,0
4.44089209850062616169452667236328125e-16,1.1106856175520838688854287491895968224064590362830845612213893749e-14,1.1106856175520838688854287491895968222885564344624491334532398050e-14,2.2667053419430283038478137738563200456071586436178915251781930407e-16,1.0412677664550793482995177409558615339797538955074351800263089454e-15,0
8.8817841970012523233890533447265625e-16,2.2213712351041680975774319675204087043075947573619689102940518269e-14,2.2213712351041680975774319675204087029736790890914311761574038697e-14,4.5334106838860573419947591173885891911033406596463266188280160169e-16,2.0825355329101604763565556239157777436999938666836304283804754886e-15,0
1.7763568394002504646778106689453125e-15,4.4427424702083376343811618116081039876756620729940812561756547588e-14,4.4427424702083376343811618116081039725841290399527936448331909112e-14,9.0668213677721176211860445134859264900610113397417090826620874183e-16,4.1650710658203280717431918158676680728876455845422419809232691799e-15,0
3.552713678800500929355621337890625e-15,8.8854849404166810256675151295047650335539680586459463910718829323e-14,8.8854849404166810256675151295047648628127625200181831454633427483e-14,1.8133642735544246991158194141846459077925235284351152588301250694e-15,8.3301421316406846196067059040389375479316322298563716821108452095e-15,0
7.10542735760100185871124267578125e-15,1.7770969880833385078955796284319044386151842257948585252994154906e-13,1.7770969880833385078955796284319042454435614028687908207267502455e-13,3.6267285471088540977460808743508251878150465598608666796185364654e-15,1.6660284263281483143694700898565489186134326240534982703595222772e-14,0
1.42108547152020037174224853515625e-14,3.5541939761666862268394656671118436441594242588832141416818246066e-13,3.5541939761666862268394656671118414586719933645024608606713046118e-13,7.2534570942177269935499299328813113294198139014139540840338053249e-15,3.3320568526563421905314558169267102586518804532780153156563627310e-14,0
2.8421709430404007434844970703125e-14,7.1083879523334092978721569762096605975324997975228600352887023703e-13,7.1083879523334092978721569762096358715647784642220188027540033190e-13,1.4506914188435529179330932604509486192956406389535590651063985397e-14,6.6641137053128666282329741908564044855370650724470464531617099533e-14,0
5.684341886080801486968994140625e-14,1.4216775904666965972517216528313910165477580009513382947650594228e-12,1.4216775904666965972517216528313630423086425556740489521046120651e-12,2.9013828376871359127586156180232184274044903639034563743568076408e-14,1.3328227410626462245146198674913019104281604009632986045298636091e-13,0
1.136868377216160297393798828125e-13,2.8433551809334521452126043423811988737777989213743242120675867440e-12,2.8433551809334521452126043423808823813909659183977940172629630261e-12,5.8027656753743921330869476375123278113966988160939981931944385409e-14,2.6656454821255840445013399044133072823720128119929097847255802394e-13,0
2.27373675443232059478759765625e-13,5.6867103618671400932618528825209941906395566973154389497513627056e-12,5.6867103618671400932618528825174134880327811335549620774806150906e-12,1.1605531350749265496452760984733069059869732480480001048195895710e-13,5.3312909642523344708910809037543836768811606293115328668961180736e-13,0
4.5474735088646411895751953125e-13,1.1373420723735223397870282963158964002506906066101217817485782058e-11,1.1373420723735223397870282963118452976992314081514994676125172745e-11,2.3211062701500455914020985639058588754591040966955318871031586533e-13,1.0662581928509334469335769524859485934309753027525387050324160707e-12,0
9.094947017729282379150390625e-13,2.2746841447474219641126877975482268991724313547958892791838850067e-11,2.2746841447474219641126877975023939058057774433688054870928104658e-11,4.6422125403008611512503832602557355152838865287394844553843831352e-13,2.1325163857037331048885996620238983301263663545469222170969165184e-12,0
1.818989403545856475830078125e-12,4.5493682894963530663799030201597532366080653446126831177752768217e-11,4.5493682894963530663799030196412121100229466380826855533871418960e-11,9.2844250806048021762855163671438421904398081456075190522065497119e-13,4.2650327714149310538630037131495110088152143320458338713427564731e-12,0
3.63797880709171295166015625e-12,9.0987365789987426853779365842104209459019024705612923720326802846e-11,9.0987365789987426853779365783437977950077338178888417442455308468e-11,1.8568850161221923847710074655667570143785343151479728690079807277e-12,8.5300655428597214840693958698555590101792929056789546587423421486e-12,0
7.2759576141834259033203125e-12,1.8197473158021631581228562098259001725505989366788643795007251415e-10,1.8197473158021631581228562031885737523460047371859746958442929343e-10,3.7137700322493125675976657275657897192822486468008561993316510977e-12,1.7060131085838880473513712611134725085111765072171827697411779634e-11,0
1.4551915228366851806640625e-11,3.6394946316139848004349214008589860888802918824970385595654744643e-10,3.6394946316139848004349213257662097593565720399855193603106945705e-10,7.4275400645183363274182068639032610696294529821250591019144581987e-12,3.4120262172155510968538045485543908116357567185110972556623660301e-11,0
2.910383045673370361328125e-11,7.2789892632666035376277460669335529255363451314503501578138292819e-10,7.2789892632666035376277452173557711828300125704943335069365534042e-10,1.4855080129115517423730093147234004192210569083617024147704472129e-11,6.8240524346222022023206066244831596404775049649641059796131311579e-11,0
5.82076609134674072265625e-11,1.4557978526687742822295644666921611885709503148623580969513602355e-9,1.4557978526687742822295635055046242690552486072857084117951976793e-9,2.9710160258546413923052326246905974057410193083143535803536305253e-11,1.3648104870008804439163198734989727484684851928982408369742205221e-10,0
1.16415321826934814453125e-10,2.9115957053993628632820223718673821481163220621203730071031496130e-9,2.9115957053993628632820114972717780677395838554121672003637318068e-9,5.9420320518354344148612590501420002202611284872781022525172259385e-11,2.7296209743075209016974302426426455661781258898089730250007272414e-10,0
2.3283064365386962890625e-10,5.8231914110459829219102874882173066037475821657434500629059885916e-9,5.8231914110459829219101644562126312803488445785312689579013863058e-9,1.1884064104175475350837195861663201922547374228851754102864668263e-10,5.4592419498380818593019928779807037886841428266131003361194860625e-10,0
